V1,V2,V3,V4,V5,V6,V7,V8,bestlam,rmse
1,3,6,7,10,11,13,17,224.66728816786,114.976550038795
4,6,7,8,10,13,15,16,233.051416990445,75.9457701257944
3,6,8,10,11,12,13,15,241.790092382605,115.624709856552
3,4,5,8,13,14,15,16,5.44503377451957,140.28986110818
2,6,10,11,14,15,16,17,244.669238828859,78.0362849237833
2,3,8,10,12,14,15,16,197.651127092381,78.19187561227
1,2,3,5,9,10,14,16,238.057015654447,102.305703940804
2,7,8,10,11,13,14,15,232.519872969396,116.260926115254
2,3,4,5,10,11,13,17,88.2931891103929,74.3158007108456
1,2,3,6,7,8,9,17,6.40661245801735,112.709550499132
1,2,6,7,8,10,11,17,242.849000849073,118.810320902442
1,4,5,7,9,12,14,17,22.3353177040884,75.4427635829254
2,5,7,9,11,15,16,17,257.601100731158,119.040349066534
2,3,8,9,11,13,15,17,220.924364147177,118.663976891745
1,3,5,6,10,11,14,16,5.48279488295743,89.0984915565181
2,6,7,9,11,12,14,17,243.874614646044,74.9455370880199
3,6,8,11,13,14,15,16,248.645516631531,102.820311566287
3,5,7,9,10,13,14,15,261.758052168341,78.147195200129
1,5,6,7,8,13,15,17,263.297487765192,117.689951592659
4,6,7,8,9,13,15,16,218.168235777806,116.927410865736
2,6,7,8,12,14,15,17,162.951566692613,79.8999079731488
1,6,7,9,14,15,16,17,220.392242749157,80.1380903778707
3,7,9,10,11,13,14,15,243.479302517102,104.188370131163
1,2,3,4,10,12,13,17,229.385023590427,79.7555530060078
1,2,3,5,6,7,8,12,197.819263056992,79.9859436180545
2,5,8,9,10,11,14,16,212.718896646579,104.034496541235
1,2,4,8,9,10,12,14,235.753334916234,80.575503502652
5,6,7,9,11,13,16,17,64.7145912568605,336.052738927961
4,7,8,9,12,14,16,17,2.17327423149668,415.871709163277
1,4,5,8,10,11,14,16,67.1415308926218,343.972225755453
1,4,5,8,10,11,13,17,61.6490871467806,317.544507682087
2,3,4,7,10,12,15,16,64.0969619488218,366.069980640368
2,3,4,7,10,11,13,17,29.4981859021998,376.985010027207
1,2,5,6,11,13,15,16,70.6947583854411,333.442084175932
3,5,7,8,9,11,14,15,3.00366104275881,425.51750358726
1,3,4,5,6,11,12,13,52.5777129370307,321.6346814559
1,4,7,8,10,13,14,17,59.1960021172602,335.492212163087
2,3,6,8,11,12,13,17,17.4197963130962,349.008236676042
1,4,5,9,10,12,14,17,1.02051401171649,396.348324957656
2,6,7,8,10,13,15,17,109.280456597716,295.484615930062
1,3,5,7,10,13,14,16,13.3215059099215,402.34373374321
1,3,6,7,8,10,15,16,48.2190222670847,347.270425167159
2,5,6,7,8,13,14,17,46.0796361382062,332.734152864934
1,2,3,7,8,10,11,15,52.4242105504721,297.245493444993
3,6,8,9,10,12,13,16,48.1305910841353,379.004474961765
3,4,5,7,8,9,11,16,105.50298239871,291.616330361405
3,4,6,7,11,12,13,16,39.7723932240772,348.735078175135
2,3,5,8,9,10,11,13,1.29882053985438,505.291388489032
1,6,7,9,11,12,14,17,49.0487223772404,332.225232998526
1,2,6,7,10,11,12,16,53.1247437937929,389.156639133493
2,5,7,8,10,12,13,14,97.1427424084824,310.252339446841
1,3,8,10,12,13,15,16,55.7885072903881,349.24370776667
1,7,8,9,10,11,12,16,43.0568892084756,381.70450997803
1,2,5,12,13,14,16,17,7.88639480614215,404.496968260594
1,3,6,7,8,11,15,16,111.359115246614,297.55970405925
1,6,10,11,13,15,16,17,16.0044290366506,374.670670803042
3,4,10,11,12,15,16,17,48.0468006189681,346.663575053394
2,3,4,8,13,14,15,16,27.8752816924365,370.990217612839
2,5,7,11,12,13,14,16,7.27911052193703,403.903044331191
2,3,4,5,10,11,15,16,50.507993471878,374.43326818888
2,7,10,12,13,14,15,17,105.030784684539,305.374500880856
1,2,3,8,10,12,13,14,77.8043454327251,321.655059550325
1,2,3,8,9,12,13,17,37.1846986284806,369.66872696138
1,2,4,8,11,13,16,17,62.638973995741,335.291978820111
1,4,6,8,10,12,14,15,66.3583842706895,349.988759453961
3,7,8,10,12,13,14,17,63.9343727561188,327.926958438223
1,5,6,10,11,14,15,17,66.4125372196808,368.050833750789
1,4,5,8,12,14,15,16,91.4392611126051,311.164819369971
2,4,5,6,7,9,14,17,69.6034970143907,339.701792869704
2,4,5,7,8,11,16,17,55.3791573926049,357.076152228645
6,10,11,12,14,15,16,17,65.3427332977284,344.565987687172
4,5,6,7,9,12,14,15,67.7431831471595,327.734413396664
1,2,3,4,7,10,11,17,1.46739008785165,466.984353563598
2,3,4,5,10,13,14,16,111.175984199902,301.005245362722
1,3,5,6,9,10,11,15,57.4478813201976,343.531675671634
1,3,7,12,13,14,15,16,69.3806089402079,342.558392774256
1,2,5,6,7,8,11,13,57.578910336094,348.24728810561
1,8,10,11,12,14,16,17,64.6732902033213,388.416563035799
1,3,4,9,11,13,16,17,100.01761408963,317.870104145971
2,3,4,5,6,10,12,15,54.5440900938948,360.830267108407
3,6,7,8,9,11,13,14,60.3169320345874,372.16992681274
1,2,6,9,13,15,16,17,63.2533894974871,375.691240489881
1,4,6,11,12,15,16,17,102.742442966692,313.228361021141
2,3,4,9,13,14,16,17,43.5759558731332,350.641984596581
4,6,7,9,10,11,15,17,63.7645510297944,357.83893586591
2,3,9,12,13,15,16,17,102.209012818324,348.808613391885
8,10,11,12,13,14,15,17,68.8721085796716,372.790725364671
1,3,4,5,10,12,13,15,7.03781262248108,424.685927236053
5,6,7,9,11,12,15,17,100.806040620072,313.97663838818
1,4,5,6,8,10,14,17,85.0893719587373,328.166760378217
1,6,7,9,10,11,16,17,52.2367647330427,370.603116380375
3,5,9,11,13,15,16,17,45.2372927394647,333.580667929549
5,6,7,12,13,14,15,17,51.6566986176791,303.873206108334
3,5,9,11,12,13,14,16,57.0677087245532,379.223379460609
3,4,5,8,10,12,15,16,103.161047650656,292.864634651862
2,7,8,9,10,11,14,16,32.3890454105472,337.494537708762
2,6,7,8,11,12,14,17,45.5264981231671,371.299968622934
8,9,10,11,12,13,14,17,48.5645296588076,324.990110770511
3,5,9,10,12,13,15,17,57.663857634963,390.971618886269
1,3,4,5,6,8,9,16,98.6113262547351,311.0279633346
6,7,8,9,10,12,14,16,54.9136462483632,346.757707647148
1,5,7,8,10,13,15,16,40.1477229871316,370.980727384186
1,3,4,5,9,10,13,16,9.85639186172038,380.754582910019
2,3,4,5,6,10,13,17,112.209471217498,298.318553582196
1,2,4,6,10,11,12,17,4.93787120271128,351.355835094465
2,3,4,5,6,9,14,17,49.4324746418836,346.45445259313
2,7,8,10,13,15,16,17,112.203462608231,333.358096108282
1,7,9,10,12,13,15,16,9.4897941927835,387.64128043437
2,4,5,6,14,15,16,17,49.5549210265392,378.76972330049
7,8,9,11,13,14,16,17,106.002695302462,306.678061346839
3,4,5,11,12,13,14,17,107.29847254629,307.738896736655
3,4,5,8,13,15,16,17,50.3065172647393,356.435401452842
4,7,8,11,12,13,14,15,54.2874825348578,329.575539942638
1,3,4,5,9,10,14,15,44.568239616263,431.339542051351
1,3,6,7,8,12,13,16,25.4701798663287,395.806009316887
4,5,7,8,10,12,13,15,45.7359454331251,347.502829345785
4,5,8,10,12,13,14,16,46.839497019144,366.822208809488
3,4,5,6,10,11,13,17,51.8329120605339,383.451596246534
1,3,4,6,8,15,16,17,2.58952199649867,370.528946539409
4,5,8,9,11,13,14,17,38.8607851903124,332.701653922535
1,2,7,8,12,15,16,17,50.6383403333462,340.873462572377
2,3,5,8,9,11,12,14,108.378536266241,349.462089704459
2,3,5,6,11,12,15,17,35.7336418400548,373.778849797136
1,2,5,11,14,15,16,17,49.511351681518,376.96802053491
2,4,5,8,12,15,16,17,96.6859124521105,301.129078793556
2,4,5,6,7,11,13,17,33.6376084271995,349.839184041911
4,5,7,8,10,14,15,17,46.4686802417012,401.888836295274
6,7,8,10,12,13,15,16,50.0416707583394,395.158606316929
2,3,4,5,7,8,9,17,32.6007581573391,344.41755813849
1,2,6,7,9,13,14,15,54.7386740399582,338.222756931509
1,5,7,8,9,13,14,17,47.3496165711285,360.560792514238
2,4,5,11,12,13,14,15,95.3875959350833,355.822256719865
2,4,7,8,10,13,15,16,54.0234543498989,391.924054037288
3,4,8,10,11,12,13,16,40.8200087910585,410.33785223337
4,5,6,10,12,13,15,16,91.6230889697057,317.953261040144
1,3,6,9,10,12,13,17,96.1527587832167,325.164490380469
1,4,9,10,11,13,15,17,41.3029555459653,369.503634565476
1,4,7,9,10,12,16,17,108.913829882207,339.708547728559
1,2,3,4,7,10,13,15,7.85654966582411,373.658972530456
1,5,6,10,11,14,16,17,49.3643065374715,381.584976044001
4,7,9,10,11,12,15,16,83.6883780758171,314.209712060116
1,5,8,9,11,12,13,15,16.7108234324658,358.564326060092
3,5,9,10,11,12,13,15,39.6784333616647,355.597702509757
5,6,7,8,9,10,14,17,97.5261056258885,357.576496789955
1,4,9,11,14,15,16,17,105.638652678908,349.121003326467
1,5,7,10,13,14,15,16,50.2310391493576,394.699207704084
2,3,4,6,8,12,16,17,96.5439902073699,335.877768974831
2,4,5,6,9,10,13,15,71.8358637455716,320.977322039756
3,4,5,8,9,10,11,13,71.8706850023942,335.757110751357
1,2,3,5,6,7,9,16,74.7798297015333,309.958531673692
5,6,9,10,12,13,14,16,74.2617073251776,363.777647082604
2,5,6,7,8,12,14,17,2.92796041101484,407.876752693972
3,4,7,8,10,11,14,17,71.4586413451765,329.246735596065
2,3,5,10,12,14,16,17,68.8774418017256,345.578221434466
3,5,7,9,10,11,14,15,63.1665133766551,334.752619662296
2,3,5,6,7,9,12,17,64.232588707468,305.473467469097
3,7,9,12,13,14,15,17,21.224190315187,440.026342473969
1,2,3,5,7,11,12,13,117.090365146854,296.00323055773
1,6,7,8,9,11,16,17,66.9987234426939,333.817079896971
1,4,7,8,12,15,16,17,74.1379990814523,338.919750072178
4,6,8,10,12,13,15,16,56.4868730976078,331.682241905229
1,3,4,6,7,11,13,14,70.925399405834,386.183026637239
4,5,9,10,12,15,16,17,103.184357397961,314.461581987747
1,2,7,10,11,12,16,17,63.9880937443253,349.419295919493
1,2,4,5,11,15,16,17,65.7909578404303,365.606312502967
1,3,5,8,9,14,15,16,77.628386755562,373.349835385807
3,5,6,7,11,12,14,16,100.866257895321,311.98587732346
2,4,7,8,9,10,12,15,71.2403890709664,330.466842163911
1,2,5,6,8,9,11,13,62.3730374466441,346.811845905425
1,2,4,6,9,10,16,17,59.2670064115371,371.891788134577
3,4,7,9,10,11,15,16,70.8520846436869,379.781944978023
1,2,3,4,5,7,8,9,68.5399682599176,381.301724192556
1,3,6,7,9,11,12,16,8.07841449659877,424.48020082882
2,6,7,11,12,13,15,16,20.1120498797423,373.41772686667
1,4,5,6,7,12,13,14,64.1618181844349,359.514293844735
1,2,7,8,9,13,14,15,46.6692765173253,332.670974855182
1,7,8,9,11,13,14,17,46.0631847559286,282.09597217702
1,2,5,6,10,11,12,15,50.9738132769868,378.065136019961
1,5,7,9,10,14,15,16,113.250567766945,291.655810494863
1,3,4,5,6,10,12,15,33.4612255007964,328.851668929999
1,3,5,7,11,12,14,16,47.4826743640818,388.079856848993
1,2,6,7,11,12,13,14,59.4876080390201,303.373544095941
1,5,10,11,12,13,15,16,58.7526788979244,391.500221122462
1,2,3,4,5,8,13,14,98.4915974413923,308.558976543714
2,6,7,8,9,10,14,17,56.4009100198056,332.301898442897
2,3,7,9,11,12,13,16,51.8256501463123,363.390984078228
1,6,7,8,9,12,13,17,9.12809989275594,504.837352689039
2,3,4,7,12,14,16,17,112.08907344512,295.134197548822
2,3,6,10,11,12,14,15,4.3903109562884,377.791901995803
1,3,7,9,11,12,15,16,48.6495763873761,330.060945275556
2,4,7,8,9,12,13,17,2.73580243032635,386.504128143297
6,7,8,9,10,12,13,14,2.898759132959,400.714466892949
2,3,4,8,11,13,14,17,51.1751441836152,377.665601449198
2,5,10,11,12,13,15,17,105.94039874176,304.381825284534
1,5,6,12,14,15,16,17,98.7146843352276,310.207202532979
4,7,12,13,14,15,16,17,52.3296279181335,352.244729978824
1,3,4,6,10,15,16,17,46.500807837577,310.870021488191
1,2,3,4,5,9,11,16,46.1080292890235,424.280685199252
2,3,4,7,10,14,15,17,99.5158799656999,303.370855151995
1,2,3,4,5,8,11,17,45.3247701608807,350.887239416122
1,4,5,11,13,14,15,16,44.0938372747179,385.804980869619
1,2,3,6,10,12,14,16,48.5065794481217,393.274125539542
3,4,7,8,10,11,15,17,105.317414365382,293.46232996231
1,6,7,8,13,14,15,16,33.3350866666494,333.627036942149
1,2,3,5,9,11,14,15,47.2525359827977,331.374384311503
4,6,11,13,14,15,16,17,113.590902202071,343.633823783589
1,2,5,6,13,14,15,17,32.1694095126219,392.458172172273
1,2,5,6,10,11,12,14,47.7570339138789,374.589316091449
2,3,4,7,8,12,16,17,103.214329716873,296.889237722615
1,5,7,9,11,13,14,16,105.979453894634,315.64501873552
1,6,7,8,10,11,12,13,44.6610077544442,447.574152081057
4,8,9,10,11,12,14,16,58.6245822787524,388.894109128414
2,5,7,10,11,12,13,16,94.3227623884499,305.633590073426
1,2,4,5,6,11,12,17,56.2259378114006,320.2767717741
1,2,3,4,8,9,16,17,42.2881646078878,336.563852570804
2,4,5,7,10,11,15,17,98.365796614591,351.570569645029
2,3,7,10,11,14,15,17,55.6156851473127,390.968228568548
2,3,4,7,8,9,13,14,51.2190954028551,395.335652463652
1,4,8,9,12,13,15,16,94.0880464910679,318.22572214794
1,2,4,6,9,13,15,17,96.5508516058619,322.111263185429
4,5,7,10,11,13,14,15,40.496916965748,382.962522669285
1,4,6,8,9,11,13,15,62.4466001710376,360.509577984933
4,5,6,8,10,11,12,14,3.48202323396722,413.204334232946
2,3,6,7,11,12,13,15,48.6672041335597,396.70280231764
4,7,9,10,12,13,15,16,79.4962128762831,311.995386602547
1,4,5,7,8,12,15,17,104.672883890668,314.956252662784
3,5,6,9,10,12,14,17,35.9047295395464,362.990769623392
2,5,8,10,11,13,14,15,26.9211712719871,376.615162242281
1,3,5,9,10,12,13,16,107.180116689129,343.334275563208
1,2,3,9,11,13,15,17,52.3605577646867,398.302309857349
4,5,8,9,10,13,15,16,87.1917298684101,341.394862881971
3,4,5,6,12,14,15,16,51.8016894245829,349.639080283066
1,3,7,9,10,11,13,17,75.9467143318588,320.697941727587
1,2,4,7,8,9,10,16,55.8001724555474,415.930152712566
4,5,8,9,12,13,14,16,36.2401461455731,345.098755046153
1,8,10,11,12,13,15,17,60.0100303909754,340.491822178831
1,3,10,11,12,13,14,15,70.1102053439073,349.579174668943
1,5,6,8,12,13,15,17,37.3215459893348,352.909603084855
4,5,6,8,9,11,13,15,32.7343867931392,426.091550544579
2,3,5,6,8,12,16,17,24.8266792713219,379.906617136433
1,3,7,8,9,10,13,16,56.4405136726261,354.446228084056
1,2,5,11,12,13,14,17,67.2230342106117,365.020513588978
2,4,6,7,8,9,12,16,76.7816484188144,375.696052679329
1,2,7,9,12,13,16,17,99.1408405476241,311.824467478804
1,2,3,5,6,7,8,17,70.1491276999159,337.199294495347
2,7,10,11,13,14,15,16,67.106007195133,356.798487392446
1,3,4,8,13,14,16,17,99.4957014687499,347.008641393254
1,2,4,10,12,13,14,16,69.687392841325,380.422883106158
3,7,8,10,11,12,13,14,67.390408916348,382.672630622001
4,5,6,8,10,11,14,15,73.925000374238,321.275220027152
1,5,6,10,11,13,14,15,66.6672859414702,343.045908751518
1,4,5,9,10,14,15,16,62.8933610516733,360.897265053063
4,6,7,9,11,12,15,17,1.62861206720224,432.942054354341
2,4,5,9,11,15,16,17,72.0025807178821,411.4877025717
2,3,5,6,8,9,11,15,1.98313342305903,429.429558239283
2,4,7,9,10,11,14,15,57.4320714717754,351.66287537611
1,4,7,9,12,13,14,16,70.2570352462435,360.445522951028
3,4,5,7,11,15,16,17,15.7294030990089,466.818656480975
1,5,7,9,13,15,16,17,2.77415937063602,385.316633516234
2,5,6,9,10,12,14,16,57.9803587915669,350.125448326203
1,3,4,9,10,12,14,15,49.3695238582597,361.630201893575
4,5,6,7,10,13,16,17,107.543513214284,364.85356433245
1,2,3,7,9,11,15,17,57.8426631933734,418.552481406587
1,6,8,10,12,13,15,16,73.4185499692507,383.84451925169
4,6,7,10,12,13,15,17,108.858091190939,303.336563332533
2,4,6,8,11,14,15,16,102.818500276014,315.806736630089
4,7,9,10,11,12,13,16,61.0103095427393,377.019718963455
1,4,8,10,12,14,16,17,36.2385901753634,423.597206598398
1,2,4,5,8,9,14,17,93.9302312274571,320.574169724434
1,3,5,6,7,8,13,16,59.8602274382841,341.496881440139
1,3,4,5,6,7,12,17,66.7809549405718,367.625146531464
1,2,3,8,10,14,15,17,93.9062315656514,360.1304801657
2,3,6,7,10,12,14,16,53.6146459687297,398.202373958803
1,2,5,6,9,10,13,14,67.4729716609689,394.551114946739
2,4,7,10,12,15,16,17,95.0934274110283,316.334479458466
3,4,5,7,8,9,12,16,18.5045146585992,386.427737120579
1,5,6,8,9,11,12,15,54.5617725795012,379.168835426353
4,5,6,8,14,15,16,17,99.3909033057772,354.210232357661
1,5,6,7,8,9,11,16,69.4544544808526,386.269205718089
3,6,7,8,10,12,15,17,62.7126648965282,398.276856517892
1,4,9,10,12,13,16,17,93.8260361441948,318.679717864079
2,5,6,8,9,10,11,15,104.173030053606,325.861407521025
4,8,10,12,14,15,16,17,55.0682651614522,381.105849488368
1,3,5,9,10,14,15,16,2.37483698542177,414.774217064558
4,6,11,12,13,14,15,16,97.3188365079198,355.883318163488
1,2,4,5,6,15,16,17,49.0731311136922,411.695598256025
1,2,4,6,7,9,11,14,22.451445623164,386.239561469683
2,3,7,8,10,15,16,17,52.1942566620768,312.627635063172
1,5,6,8,10,12,15,17,46.5945712983949,410.604009194732
4,6,7,8,10,11,14,16,98.5001973487695,296.58462790713
1,4,5,6,10,14,15,17,46.3774507415009,330.301125998472
1,2,5,7,10,11,12,13,47.4321270544339,376.332105334812
5,6,7,8,9,11,12,15,50.0284740778401,384.72488003999
2,3,6,10,11,13,14,15,113.291598880448,286.83305998635
1,2,4,6,7,11,12,17,34.2616367641362,319.065700015106
1,4,6,7,10,11,12,17,46.1018440763773,368.462080994771
3,9,10,12,14,15,16,17,4.97631077961446,365.002931551192
1,3,9,10,11,13,14,15,39.7840361049418,379.526411258534
2,5,7,9,10,13,15,17,46.5444323329682,351.067781203275
1,4,6,7,8,10,13,14,102.68172552204,292.736224018803
5,6,9,10,12,14,16,17,108.32901960324,310.191783767848
3,6,7,8,10,12,14,16,39.4497220859245,387.7959029251
4,5,6,8,9,10,13,16,57.9840991828927,379.477180116045
3,6,7,9,12,13,16,17,79.1858548296948,298.472128901449
1,3,5,6,7,14,15,17,55.3510767693757,311.271965768316
1,2,6,7,10,14,15,17,49.1953018085863,332.779841786148
2,3,4,7,10,11,14,17,99.6355249654108,340.725845172781
1,6,8,11,12,14,16,17,54.6790787958928,381.231560526208
6,7,10,11,12,14,16,17,52.2255327243557,380.45871635824
2,3,5,7,11,12,14,16,55.236280826513,338.703319931367
3,4,7,8,9,11,14,17,35.7604587157431,327.892271918021
2,4,5,6,10,12,13,17,34.8915618655786,347.461035374122
1,2,4,5,6,7,9,14,74.6922138759633,344.694961185125
5,8,9,10,13,14,15,17,14.5245362292742,341.555986178529
2,3,4,6,8,13,14,17,50.0314572492087,372.959089340543
2,3,4,5,6,9,10,14,11.2993753053368,335.96749687702
