V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,bestlam,rmse
2,4,6,11,12,13,14,16,17,18,197609.69703609,373512.384338753
4,6,7,8,12,13,17,18,19,20,15891.9742981104,1140682.5275776
2,4,5,7,8,10,12,15,17,18,219399.462404747,275798.500443615
1,2,5,6,7,8,10,14,17,18,145642.945268374,261928.250573108
3,4,6,7,8,13,14,16,18,20,3100.78611987648,689463.107438045
1,2,4,8,12,15,16,19,20,21,24930.469555369,594291.530741299
2,3,7,9,12,13,14,15,17,21,86122.3154164859,516977.755197351
5,6,7,8,12,13,15,18,19,20,176875.157875674,347167.388383244
1,2,3,4,9,11,13,15,16,17,152771.723457648,393210.133252048
3,4,6,7,13,15,16,18,20,21,78155.9325963052,479215.50833575
5,6,11,12,13,14,15,19,20,21,212096.614669792,309126.817757208
1,3,7,11,12,13,15,16,18,20,3209.54164578477,696517.078093194
3,5,6,7,9,12,16,18,19,21,190003.337465457,337831.57036806
5,6,8,10,11,14,15,16,19,20,164283.155953076,216690.156016744
1,3,4,5,7,10,13,16,18,19,229081.693939064,271818.113051794
3,4,5,9,11,15,16,17,18,20,190729.245271919,317960.579427548
2,3,6,9,12,15,18,19,20,21,118556.876337594,504397.742660737
1,4,5,7,10,11,12,13,15,20,263448.578320201,225801.855531553
1,2,3,4,6,9,10,15,16,19,143342.375478154,383024.236339982
1,6,8,10,14,15,17,18,19,20,101517.02951789,414197.371556629
1,5,6,7,8,9,10,13,15,18,164833.366476437,291823.793917425
2,3,4,6,8,9,11,18,19,21,139069.336053209,427647.451519837
1,2,4,5,6,7,10,14,15,17,219400.211716643,242117.571236017
3,4,8,10,11,12,13,18,20,21,145716.283246135,374286.046210379
3,4,5,6,7,11,12,13,15,17,213213.173286874,281781.229732564
2,5,9,10,12,13,14,15,17,19,166427.76229564,240063.179574193
2,5,8,9,11,14,15,16,17,21,210682.429881171,275904.756344036
2,6,7,8,10,11,14,15,16,18,81358.3656243237,360044.566802414
1,2,3,6,9,10,12,14,17,21,216567.305428903,354542.13258074
5,6,8,10,12,14,15,16,18,19,215486.847107763,290046.641531676
2,10,11,12,14,15,18,19,20,21,170323.512125893,334242.781630959
1,3,4,7,10,11,12,14,19,21,138614.033931627,302248.574693111
1,3,4,5,11,12,14,15,16,17,101854.379921868,311392.584256312
1,2,3,4,9,12,14,15,16,20,81526.4516994191,432113.659864519
2,5,7,8,13,16,17,19,20,21,180424.041193842,339974.939236122
3,4,5,7,8,11,14,16,17,20,217135.567887529,288871.006970076
1,2,3,7,9,14,15,16,17,21,138024.166190196,406041.065509658
3,4,7,9,12,13,15,16,18,20,104378.517525145,454755.530134834
1,2,3,5,8,10,14,15,17,20,191668.869318181,275570.982540627
1,11,12,13,14,15,16,19,20,21,149348.113389616,417238.765789492
1,3,4,5,8,9,10,12,13,21,204344.11953673,295260.59618964
1,2,3,7,10,11,12,16,19,20,105260.040200891,350247.201056226
1,4,5,6,8,11,12,14,18,21,142664.064223441,321422.213520519
3,5,7,12,15,16,17,18,20,21,185148.933300562,335046.290145676
1,3,5,7,10,13,17,18,19,20,231886.310284905,273036.646504432
2,3,5,7,11,16,17,18,20,21,211166.613804477,316946.444406369
2,4,7,8,9,10,13,16,18,19,112548.466669542,358589.876750212
3,5,6,7,8,9,12,14,16,20,197098.484857018,333040.379049562
1,5,7,8,11,13,15,16,18,19,223643.499228095,311925.159109743
1,2,3,4,8,9,12,14,15,19,79595.8397998114,422593.864015999
3,4,6,7,10,14,15,16,20,21,62817.3332126489,489158.785477301
2,3,5,6,8,10,11,12,14,15,197582.2,190768.609556626
2,3,5,7,8,9,11,18,20,21,214233.537468364,316512.497153416
2,4,6,8,12,16,18,19,20,21,2042.93467315998,572044.996232893
1,3,4,6,8,9,10,15,16,19,43643.8342354269,516910.186858131
4,5,7,8,9,13,14,15,17,20,128666.219941112,335741.283598755
1,3,5,6,10,11,14,16,17,21,222978.558911704,217392.97127076
2,3,7,8,9,13,15,16,18,21,131018.674340958,521304.053815454
1,2,3,7,8,13,15,16,19,20,24404.5163700879,538607.116566459
1,2,5,7,9,10,11,14,16,17,161068.42286971,119801.506666601
1,4,6,9,10,12,16,17,18,19,109483.074924787,337907.467429124
4,5,6,10,11,12,14,17,18,20,257173.073648895,208316.333696506
1,2,6,11,13,14,15,17,18,19,153163.238085475,402102.310583094
1,3,4,6,7,10,11,12,13,17,264030.891302277,291928.623471313
3,4,5,7,9,10,11,16,17,21,89570.1388034518,223531.124956908
1,4,8,11,14,15,18,19,20,21,169777.780029795,415272.752659166
2,3,5,8,9,11,12,13,16,20,182308.258572893,323873.484525974
1,4,6,8,12,13,15,16,18,19,58542.9220623339,537494.746956066
4,6,7,9,10,11,13,14,18,19,151503.382370298,303527.57600723
1,2,3,4,9,10,11,12,17,19,109366.178119355,325588.657498787
1,3,4,7,13,15,18,19,20,21,50706.1523314729,572183.042393711
1,5,6,8,9,10,12,14,16,18,221434.131344571,271473.661165419
3,8,9,11,12,14,15,16,17,20,147784.919059834,407054.515599558
2,3,7,8,12,13,14,15,16,20,91412.572701581,463297.911486084
1,7,8,10,11,12,15,18,19,21,225896.427227691,336492.531467873
4,6,10,11,12,13,14,18,19,21,3289.55047605372,578048.767405855
1,2,3,4,7,10,13,14,15,20,101014.349586742,358723.747342152
2,3,5,7,8,9,11,13,14,20,222979.117222283,274038.681073679
2,4,6,8,9,12,13,15,16,21,126797.470990929,441903.652227743
3,5,8,11,12,17,18,19,20,21,147295.490463361,334802.092898011
2,3,6,7,9,10,11,15,16,20,111566.405679385,342981.240026123
4,6,8,9,10,14,15,18,19,20,125731.828981208,385994.483944282
2,4,7,9,10,11,16,18,20,21,3015.38657889618,614428.319515318
1,2,3,9,11,12,13,16,18,21,144059.765701137,428352.365959914
4,5,6,7,8,11,12,15,17,19,190926.221321889,277579.082500365
1,4,10,11,14,16,17,19,20,21,21492.4700702619,500950.499926824
3,6,7,8,9,10,12,13,19,20,159029.067580076,356120.908158202
1,4,7,9,11,12,14,18,20,21,169022.998302319,368685.360026709
1,4,5,7,9,13,17,18,20,21,192139.120901406,341219.267854002
4,5,6,7,12,15,16,19,20,21,237287.873507431,323523.72745405
1,3,4,6,7,8,9,13,14,21,157770.264334035,383359.651180183
1,2,3,4,5,8,11,14,18,21,104793.012452812,336974.409159721
3,4,10,11,12,13,17,19,20,21,189569.480991167,331007.132726564
3,6,9,10,11,14,17,18,19,20,203148.660595365,324320.93069335
1,4,5,8,10,11,12,13,20,21,171059.312965078,256593.581492308
1,3,4,6,9,10,12,18,19,21,2788.38625445706,576566.617176332
1,2,3,4,7,8,9,15,16,20,111254.17603085,474880.02913555
2,7,8,9,11,14,15,17,19,20,148984.380444601,378638.823405211
1,3,4,7,9,13,16,17,18,19,76995.1555787786,470551.696273914
2,3,6,7,8,11,15,17,19,21,154384.085085575,361028.156272512
3,4,5,9,12,14,15,16,17,21,212018.621328532,332523.29999096
1,2,4,8,9,10,11,15,17,19,143496.910686046,327030.610763126
3,8,10,11,12,13,14,16,18,21,23551.5530652996,457041.881874505
1,2,4,6,8,9,13,14,16,20,118744.317082184,518483.602062361
3,5,6,9,10,11,15,18,20,21,26476.5808443973,292083.997056722
2,3,6,8,10,11,14,15,18,20,20447.106807379,415877.916026187
1,3,4,8,9,13,14,17,19,20,126448.621271371,376469.081392711
2,5,7,9,12,13,15,16,17,18,126091.906127937,374281.80482603
3,4,5,6,10,11,12,14,16,19,268963.964936986,213376.308591426
1,2,3,7,9,12,13,14,15,18,108870.374371434,405026.71371335
2,5,7,8,9,12,13,18,19,20,202726.824034445,349209.006947531
1,2,3,5,7,8,12,14,16,21,180609.944200161,333146.111354922
2,3,4,5,8,10,11,17,20,21,235487.881270902,237600.725901628
2,3,5,6,10,15,17,18,19,20,196201.71837254,302001.73023779
1,3,7,9,10,11,12,15,17,19,86965.3886671281,423887.552915818
4,6,8,9,12,13,15,18,20,21,119174.977146606,520984.576464812
1,6,7,8,9,11,12,14,17,18,218991.414786417,355843.065230464
1,2,7,12,14,15,17,18,19,20,69132.8924144308,458166.198801647
3,5,6,7,8,9,11,12,15,18,212831.384669666,308537.846046716
7,8,9,10,12,13,14,15,19,20,149086.978753138,352846.630487892
3,4,5,7,8,10,11,14,15,17,3933.56128635449,380193.560273189
1,4,7,10,11,13,15,16,17,18,22599.9179817426,472205.333427705
2,3,4,5,7,9,10,13,16,19,221981.129611617,263627.887260528
1,2,4,6,7,12,13,15,16,21,48123.9568946229,745293.549920264
8,9,10,12,14,15,16,17,20,21,114206.296416064,391806.804267686
2,4,5,7,8,10,11,15,17,19,291765.646220274,207074.035797841
1,2,7,8,9,12,15,17,18,20,128691.362611518,423246.580083932
1,2,4,6,9,12,16,19,20,21,81859.6377179395,443321.58660442
1,2,3,5,10,12,15,17,18,19,136476.690615232,291792.550072789
3,4,6,8,9,12,14,15,16,21,135438.44128665,415122.135508034
1,3,4,5,7,11,13,17,18,21,21913.9712228909,533326.046261919
2,8,9,10,11,12,13,14,17,18,17382.2158087559,514986.295642543
4,5,7,9,10,12,14,16,19,21,33016.5966015944,379898.798611455
2,3,6,8,10,11,16,17,20,21,177716.4981738,336834.071002277
2,4,9,10,13,14,16,18,20,21,31455.767937605,635744.362049552
2,3,5,6,7,8,11,17,19,21,203740.475067024,296594.616088303
3,6,7,11,12,13,15,19,20,21,38318.4548720629,609226.595782695
5,7,8,10,11,12,17,18,20,21,207998.957052172,232169.684125256
3,7,9,11,12,13,14,15,20,21,26582.3520432396,481472.714618564
3,5,9,10,15,16,17,18,19,21,164098.471063669,306317.054189008
2,4,6,7,8,11,14,15,17,21,125641.044553973,360898.787671713
3,4,7,9,10,13,14,15,18,21,103758.135707793,367041.633512019
3,5,8,9,12,13,17,18,19,20,181146.183966207,366238.837457974
2,3,5,6,9,12,14,17,19,20,107197.626079159,345419.187622955
1,4,8,11,12,13,14,17,20,21,165134.327040422,376695.136705163
2,7,8,9,10,12,15,18,19,21,150328.739189321,383219.173272266
1,3,6,8,9,11,12,16,19,21,178757.874656251,386484.884657967
3,4,5,7,9,10,15,19,20,21,44824.7826952666,353057.397362224
1,2,3,9,11,15,16,19,20,21,143047.054401857,417926.125249983
2,3,4,7,9,10,12,13,16,17,118403.395184541,345147.832412252
2,4,6,7,9,11,13,15,16,20,98815.618508902,403423.490630584
1,4,8,9,10,11,12,14,15,18,26178.8288389604,471047.742805032
1,2,4,5,11,13,16,18,19,20,62796.4521800109,420292.145244928
2,5,7,8,9,11,13,16,18,21,243748.960358474,305481.747220495
1,4,6,8,9,13,14,15,16,21,105439.763238721,421943.732260973
3,6,7,8,9,12,13,14,16,21,150997.791393912,415791.600523974
1,2,3,4,5,9,11,14,18,21,120444.912184118,300857.650517969
1,2,3,5,10,11,12,15,16,17,222278.251423379,234531.146160207
1,4,5,6,7,8,12,17,19,20,201669.550876194,284637.752514947
6,7,8,9,12,13,15,16,19,20,74139.3937054932,426804.765952179
1,5,10,11,12,13,16,17,18,21,206704.527942802,247926.680032073
1,4,5,6,7,9,11,14,16,19,243697.359852565,261907.879760433
1,2,4,6,10,13,15,16,18,20,96368.3092841528,454229.740002824
5,7,10,12,13,14,15,17,19,20,290809.443072929,254535.680603189
1,6,8,9,11,12,13,17,18,19,148125.361050414,438954.884912372
1,4,8,9,12,14,15,17,18,19,91567.4958448662,412104.010363031
3,9,10,14,16,17,18,19,20,21,76967.8204022905,449061.856697815
2,6,7,8,11,14,15,18,19,21,199165.357867053,396989.028703031
1,2,6,7,11,12,13,15,17,20,205942.104099046,368488.905358768
1,2,3,7,11,13,14,16,20,21,166293.342716406,389174.451925924
4,5,6,7,11,12,13,14,18,19,252947.662345605,273672.310123133
1,4,6,7,8,9,11,15,17,19,203308.407172702,348737.392947258
1,3,6,10,11,12,16,17,19,21,22259.1587559821,331021.803804094
5,6,9,10,11,12,15,17,19,20,168497.054264092,217069.741080652
3,4,7,10,14,16,17,18,19,20,85546.2974715431,392908.219547891
4,7,9,12,13,14,16,17,18,19,91143.3565523033,356086.653641884
2,3,6,7,9,10,14,15,18,19,152384.750837649,354287.603048915
3,4,12,13,14,15,16,17,19,20,2810.80079943578,712084.719438452
1,2,4,6,7,9,14,15,16,21,103129.554568183,415326.752710142
1,3,4,6,11,14,17,18,19,20,127376.668192499,359775.813341105
1,4,6,7,11,12,13,14,16,18,231831.703282354,353574.480163623
2,5,7,10,12,14,15,17,19,21,276525.806212769,246734.884821659
3,7,10,11,12,13,16,17,18,21,209982.654291803,329176.258953168
2,8,9,10,12,14,15,17,19,20,116445.665456831,385366.806688076
1,2,3,4,5,7,11,13,14,21,205882.391819149,280359.513089917
3,5,6,7,12,14,15,16,17,21,131431.689364266,333463.745875044
1,2,6,7,8,9,11,12,20,21,164572.603309268,406238.744536807
3,6,7,8,9,11,13,14,18,20,180333.457889373,388927.294566222
1,4,5,7,8,15,17,18,20,21,172229.765849134,334576.415380178
2,5,7,8,10,13,14,15,19,20,230700.217415965,264254.154458778
3,6,7,8,10,11,14,16,18,19,88471.6687654365,343188.084714217
2,6,7,8,11,13,15,17,19,21,171708.882827951,380953.646091058
1,2,6,9,10,15,18,19,20,21,151828.347933884,430254.876343583
2,4,5,8,10,11,13,19,20,21,188496.865496763,241875.087026865
2,3,4,6,8,10,15,17,18,20,74008.9046873493,444942.732548634
1,4,5,7,8,11,12,13,15,16,209654.730711803,298014.377055733
1,3,8,9,10,12,13,14,17,18,122775.061682736,440603.753079591
4,5,8,9,11,12,14,15,19,20,194168.699255707,286737.463420301
2,3,7,8,9,10,12,13,17,20,116002.869015639,359856.247054792
3,5,6,10,12,15,16,17,19,20,77212.8844153001,309106.028033144
3,7,8,9,10,14,15,17,18,20,210517.253051437,362887.03029306
1,3,7,8,11,12,14,16,18,21,183574.898270876,395005.679077464
1,2,6,7,9,10,13,17,18,19,109854.856191193,438675.71875936
2,3,6,7,8,9,10,15,16,19,134153.947808522,374098.364217423
5,8,9,10,12,15,17,18,20,21,167372.016511854,290702.885299197
1,3,4,5,10,12,13,14,15,18,232449.370788799,282708.191758099
1,2,6,9,10,13,15,16,18,21,149638.954415762,394320.170894083
1,6,7,8,9,12,14,16,18,20,118361.002001287,440873.698777933
2,3,4,5,7,10,13,17,20,21,252224.244723901,268261.843414351
1,2,7,8,11,13,15,16,18,19,182865.991436745,395417.232162946
3,4,5,6,7,8,9,11,15,21,219115.442240322,303706.137897876
5,7,10,11,13,14,15,16,19,20,252046.549885085,199832.99067406
2,4,6,8,9,10,13,15,20,21,168487.973762756,387834.759307665
1,2,6,7,10,11,13,17,18,21,212640.155725658,324721.389072539
2,8,9,10,11,13,16,18,20,21,76380.0665339727,389613.676612273
4,5,9,11,12,14,15,16,18,21,199324.399829522,292918.014290753
2,3,4,7,9,10,13,17,19,20,56730.340850578,358951.466243559
1,3,6,8,9,11,14,15,18,21,153398.291511797,392805.687308423
1,2,3,4,5,6,9,16,20,21,76140.5298468896,379106.669345119
2,3,6,9,13,14,15,18,19,21,113959.688256387,475183.285861177
4,7,9,10,11,13,14,16,18,20,16938.6817045776,526557.979314559
2,3,7,9,10,11,16,17,19,21,3984.12863014477,1211633.23247521
3,4,6,7,11,13,14,17,20,21,180021.809506349,343716.478787577
2,3,6,7,9,11,16,19,20,21,172475.151603076,366882.099508958
5,6,8,9,11,14,17,18,19,21,230619.528835522,289237.558444035
1,2,5,6,7,8,11,14,15,18,189992.251721326,289887.25347604
2,3,6,7,10,11,12,14,18,20,168163.115157401,326056.129104513
1,2,3,8,9,12,13,16,20,21,102728.296865259,453983.35577921
1,2,4,7,10,11,16,17,18,19,125512.430178393,452224.036220979
4,6,8,9,11,12,13,17,19,20,149742.795503997,379861.598692481
4,7,9,10,12,13,14,16,17,20,38011.0001373844,609824.567401016
1,4,5,6,7,8,9,11,17,20,221159.783554393,283014.854032426
1,2,3,5,9,10,14,15,17,19,175664.303866298,241634.983874551
2,3,5,6,10,12,14,15,18,20,213350.779527211,280808.980266879
1,2,3,5,8,9,14,15,19,20,163816.45447095,339205.558668377
1,3,7,9,10,11,14,17,19,20,136068.984044646,437861.776252274
2,4,6,8,9,15,16,17,18,20,127950.821154935,624073.768718289
2,3,5,6,9,13,16,17,18,20,5799.96720357255,859886.270979019
1,2,3,7,9,10,14,15,18,19,151038.043270275,351451.123362231
1,6,7,9,10,11,13,14,15,21,205717.294347209,311946.56853571
4,5,6,7,11,16,17,19,20,21,211950.246684159,282833.070847974
1,3,11,13,14,15,17,19,20,21,162016.778285069,440744.377764488
1,3,4,5,6,8,13,15,16,19,165423.834974958,351850.05951258
1,2,5,7,8,11,16,17,18,19,237408.403845923,295897.255237092
1,3,4,5,10,11,12,16,18,19,223304.532114984,245477.222135245
5,7,8,9,10,12,14,15,18,21,210509.141140955,254875.015352506
3,4,6,10,13,15,18,19,20,21,156107.462124174,377237.028807084
1,3,7,8,9,12,14,19,20,21,93955.5561855579,422507.545277207
1,2,3,4,5,15,17,18,19,20,53896.4107694227,388126.989555136
4,5,6,10,11,12,13,17,18,19,185944.759711947,230430.091871652
1,4,8,9,14,15,16,17,18,19,96730.4890101324,429658.379838422
3,5,6,8,9,12,14,16,19,20,228779.82950592,345004.045727803
1,6,9,12,13,15,16,17,20,21,93681.9288016262,447669.028423288
1,5,7,9,12,13,16,18,20,21,160556.229208384,413397.595738619
2,4,7,8,12,14,16,18,19,21,108595.167149507,432090.110746533
3,5,6,11,13,14,15,16,18,20,106705.295662525,344729.628737429
3,4,6,8,9,12,17,18,19,20,43947.1184806849,786293.150005741
1,2,4,10,13,16,17,18,20,21,165216.593123655,372075.452960393
6,7,8,11,12,14,15,16,18,21,179054.232252067,413282.042733258
2,5,6,9,12,13,14,17,20,21,3474.24375486524,511663.022893968
3,4,5,6,10,12,14,16,18,21,244557,288955.325772572
3,7,8,10,11,13,14,17,20,21,163468.068897451,333721.259038599
3,5,8,10,11,15,16,17,20,21,239928.541977137,257426.330484177
1,3,4,6,7,10,12,14,19,20,211725.767670348,328113.837848496
1,3,4,5,10,12,14,17,20,21,230930.734111241,266319.768053666
1,3,4,5,12,13,14,17,18,20,174540.535267801,338989.514224169
3,9,10,11,12,15,16,17,19,20,195269.353137599,341475.572709058
4,6,8,9,10,12,15,17,18,20,119125.191665503,439239.186737537
5,7,8,9,13,14,15,16,17,19,162791.379071227,320176.742110303
1,2,4,5,6,9,10,13,14,15,203241.42286204,246163.968233674
3,4,6,7,8,9,13,14,15,18,122788.596035063,402970.190519986
1,2,3,7,9,10,11,13,15,17,70098.8618604522,535622.018520968
1,2,5,9,11,12,15,17,20,21,178122.576463414,320503.003033162
1,3,5,7,8,10,11,13,18,19,205334.946896,237737.514859862
2,3,5,6,8,12,13,15,17,18,182903.985192601,370607.723352516
2,3,7,9,10,12,15,16,18,21,178360.468179334,376347.179078581
3,4,5,7,9,14,17,18,19,21,239071.090842058,307745.578983989
2,3,7,9,10,12,15,16,17,21,207506.638455028,359746.827627988
4,6,7,8,10,16,17,18,20,21,88054.7987541087,410129.339422238
1,4,8,10,11,12,13,16,17,20,33845.7603083645,422780.856320986
1,2,3,9,10,11,15,18,20,21,7055.75866372903,626216.478329703
3,4,5,6,7,13,16,18,19,21,168166.392877822,332266.936967823
2,4,5,11,13,14,17,18,20,21,162314.389592844,314251.740748756
1,2,4,5,6,8,10,13,20,21,172703.384486865,303475.729771637
2,3,5,10,12,14,17,18,19,21,240159.520070868,271293.458873678
1,3,4,7,10,11,17,18,20,21,226267.406894613,317231.965706885
2,4,5,8,9,14,16,19,20,21,214775.277972602,340195.919043321
4,7,8,11,14,15,16,18,19,20,138514.202886604,445175.510346437
1,3,10,11,13,14,15,17,19,20,140271.542834737,349724.878652249
3,5,6,8,12,14,15,16,18,20,142507.055022208,395339.433145529
1,2,4,7,9,12,15,18,20,21,127289.024927291,466437.265138639
2,4,5,6,10,15,16,17,20,21,37145.6361820563,304506.01813498
1,2,4,10,11,12,15,16,17,19,145824.671536793,335039.76857543
2,4,7,11,12,13,15,16,19,21,17878.9112496404,1247207.8337913
5,9,10,13,15,16,17,18,20,21,40678.905038311,362035.813676969
1,2,8,10,11,12,14,17,20,21,2717.31277681859,568864.602295352
1,2,4,6,8,9,10,14,16,18,133908.299612974,373460.684847601
3,8,9,10,13,15,17,19,20,21,156074.361427533,381546.753087118
2,4,7,8,9,10,14,15,20,21,200115.510050905,353064.760209014
1,3,7,13,14,15,16,18,19,20,105601.311389255,488723.022400366
2,5,12,15,16,17,18,19,20,21,206450.485122782,357266.246559235
2,3,4,8,13,16,17,18,19,20,42220.4528097881,465641.749698407
1,2,5,7,12,13,15,18,20,21,168076.738232863,399612.844829508
1,5,7,9,13,16,17,18,20,21,143493.69833931,382708.541550621
3,4,5,8,10,11,17,18,19,20,213577.850163836,249404.305043394
1,6,7,8,10,13,15,16,17,19,103003.761468562,390517.273660842
5,6,10,11,12,14,15,16,17,19,37398.1655925732,241084.233921961
1,3,4,8,12,13,14,19,20,21,13428.9067386679,632676.334207955
1,3,4,6,7,9,10,16,17,18,99619.9724956074,426358.5212906
1,2,3,4,9,10,11,16,18,19,211431.682011012,337273.214968469
6,7,8,10,11,12,14,17,18,20,58269.90962535,341521.762962858
1,2,7,11,12,14,18,19,20,21,127008.380437185,392611.156003482
2,3,5,6,7,8,10,13,19,21,237750.92152563,286876.581981602
1,5,6,8,9,14,15,16,20,21,106693.885520527,401951.105188723
5,7,10,11,12,14,15,17,18,21,212969.467013971,190108.975611847
2,4,5,7,9,10,12,13,15,18,139705.38261484,270404.287623969
3,4,7,9,10,11,13,16,17,20,222259.221849637,320447.174282821
3,4,5,10,11,13,14,15,18,19,230473.599039528,211437.655828235
1,3,7,9,13,16,17,19,20,21,70369.0491990656,427858.601027838
